id,level,type,prompt_he,prompt_en,answer_thai,answer_roman,answer_he,answer_en,source_vocab_id
qv19_0596,1,write_he_to_thai,כתוב בתאית: חזיר — pork / pig (moo),Write in Thai: pork / pig — חזיר (moo),หมู,moo,חזיר,pork / pig,vocab_0200
qv19_0597,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: moo — חזיר / pork / pig,Write Thai from romanization: moo — pork / pig / חזיר,หมู,moo,חזיר,pork / pig,vocab_0200
qv19_0598,1,mcq_read_meaning,מה המשמעות של ปลา (bpaa)?,What does ปลา (bpaa) mean?,ปลา,bpaa,דג,fish,vocab_0201
qv19_0599,1,write_he_to_thai,כתוב בתאית: דג — fish (bpaa),Write in Thai: fish — דג (bpaa),ปลา,bpaa,דג,fish,vocab_0201
qv19_0600,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: bpaa — דג / fish,Write Thai from romanization: bpaa — fish / דג,ปลา,bpaa,דג,fish,vocab_0201
qv19_0601,1,mcq_read_meaning,מה המשמעות של กุ้ง (goong)?,What does กุ้ง (goong) mean?,กุ้ง,goong,שרימפס,shrimp,vocab_0202
qv19_0602,1,write_he_to_thai,כתוב בתאית: שרימפס — shrimp (goong),Write in Thai: shrimp — שרימפס (goong),กุ้ง,goong,שרימפס,shrimp,vocab_0202
qv19_0603,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: goong — שרימפס / shrimp,Write Thai from romanization: goong — shrimp / שרימפס,กุ้ง,goong,שרימפס,shrimp,vocab_0202
qv19_0604,1,mcq_read_meaning,מה המשמעות של ปู (puu)?,What does ปู (puu) mean?,ปู,puu,סרטן,crab,vocab_0203
qv19_0605,1,write_he_to_thai,כתוב בתאית: סרטן — crab (puu),Write in Thai: crab — סרטן (puu),ปู,puu,סרטן,crab,vocab_0203
qv19_0606,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: puu — סרטן / crab,Write Thai from romanization: puu — crab / סרטן,ปู,puu,סרטן,crab,vocab_0203
qv19_0607,1,mcq_read_meaning,מה המשמעות של ไข่ (kai)?,What does ไข่ (kai) mean?,ไข่,kai,ביצה,egg,vocab_0204
qv19_0608,1,write_he_to_thai,כתוב בתאית: ביצה — egg (kai),Write in Thai: egg — ביצה (kai),ไข่,kai,ביצה,egg,vocab_0204
qv19_0609,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: kai — ביצה / egg,Write Thai from romanization: kai — egg / ביצה,ไข่,kai,ביצה,egg,vocab_0204
qv19_0610,3,mcq_read_meaning,מה המשמעות של ไข่ดาว (kai-dao)?,What does ไข่ดาว (kai-dao) mean?,ไข่ดาว,kai-dao,ביצת עין,fried egg,vocab_0205
qv19_0611,3,write_he_to_thai,כתוב בתאית: ביצת עין — fried egg (kai-dao),Write in Thai: fried egg — ביצת עין (kai-dao),ไข่ดาว,kai-dao,ביצת עין,fried egg,vocab_0205
qv19_0612,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: kai-dao — ביצת עין / fried egg,Write Thai from romanization: kai-dao — fried egg / ביצת עין,ไข่ดาว,kai-dao,ביצת עין,fried egg,vocab_0205
qv19_0613,3,mcq_read_meaning,מה המשמעות של ไข่เจียว (kai-jeaw)?,What does ไข่เจียว (kai-jeaw) mean?,ไข่เจียว,kai-jeaw,חביתה,omelette,vocab_0206
qv19_0614,3,write_he_to_thai,כתוב בתאית: חביתה — omelette (kai-jeaw),Write in Thai: omelette — חביתה (kai-jeaw),ไข่เจียว,kai-jeaw,חביתה,omelette,vocab_0206
qv19_0615,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: kai-jeaw — חביתה / omelette,Write Thai from romanization: kai-jeaw — omelette / חביתה,ไข่เจียว,kai-jeaw,חביתה,omelette,vocab_0206
qv19_0616,1,mcq_read_meaning,מה המשמעות של ผัก (pak)?,What does ผัก (pak) mean?,ผัก,pak,ירקות,vegetables,vocab_0207
qv19_0617,1,write_he_to_thai,כתוב בתאית: ירקות — vegetables (pak),Write in Thai: vegetables — ירקות (pak),ผัก,pak,ירקות,vegetables,vocab_0207
qv19_0618,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: pak — ירקות / vegetables,Write Thai from romanization: pak — vegetables / ירקות,ผัก,pak,ירקות,vegetables,vocab_0207
qv19_0619,4,mcq_read_meaning,מה המשמעות של ผลไม้ (pon-la-mai)?,What does ผลไม้ (pon-la-mai) mean?,ผลไม้,pon-la-mai,פירות,fruit,vocab_0208
qv19_0620,4,write_he_to_thai,כתוב בתאית: פירות — fruit (pon-la-mai),Write in Thai: fruit — פירות (pon-la-mai),ผลไม้,pon-la-mai,פירות,fruit,vocab_0208
qv19_0621,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: pon-la-mai — פירות / fruit,Write Thai from romanization: pon-la-mai — fruit / פירות,ผลไม้,pon-la-mai,פירות,fruit,vocab_0208
qv19_0622,1,mcq_read_meaning,מה המשמעות של ส้ม (som)?,What does ส้ม (som) mean?,ส้ม,som,תפוז,orange,vocab_0209
qv19_0623,1,write_he_to_thai,כתוב בתאית: תפוז — orange (som),Write in Thai: orange — תפוז (som),ส้ม,som,תפוז,orange,vocab_0209
qv19_0624,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: som — תפוז / orange,Write Thai from romanization: som — orange / תפוז,ส้ม,som,תפוז,orange,vocab_0209
qv19_0625,3,mcq_read_meaning,מה המשמעות של มะม่วง (ma-muang)?,What does มะม่วง (ma-muang) mean?,มะม่วง,ma-muang,מנגו,mango,vocab_0210
qv19_0626,3,write_he_to_thai,כתוב בתאית: מנגו — mango (ma-muang),Write in Thai: mango — מנגו (ma-muang),มะม่วง,ma-muang,מנגו,mango,vocab_0210
qv19_0627,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: ma-muang — מנגו / mango,Write Thai from romanization: ma-muang — mango / מנגו,มะม่วง,ma-muang,מנגו,mango,vocab_0210
qv19_0628,3,mcq_read_meaning,מה המשמעות של มะพร้าว (ma-prao)?,What does มะพร้าว (ma-prao) mean?,มะพร้าว,ma-prao,קוקוס,coconut,vocab_0211
qv19_0629,3,write_he_to_thai,כתוב בתאית: קוקוס — coconut (ma-prao),Write in Thai: coconut — קוקוס (ma-prao),มะพร้าว,ma-prao,קוקוס,coconut,vocab_0211
qv19_0630,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: ma-prao — קוקוס / coconut,Write Thai from romanization: ma-prao — coconut / קוקוס,มะพร้าว,ma-prao,קוקוס,coconut,vocab_0211
qv19_0631,1,mcq_read_meaning,מה המשמעות של กล้วย (gluay)?,What does กล้วย (gluay) mean?,กล้วย,gluay,בננה,banana,vocab_0212
qv19_0632,1,write_he_to_thai,כתוב בתאית: בננה — banana (gluay),Write in Thai: banana — בננה (gluay),กล้วย,gluay,בננה,banana,vocab_0212
qv19_0633,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: gluay — בננה / banana,Write Thai from romanization: gluay — banana / בננה,กล้วย,gluay,בננה,banana,vocab_0212
qv19_0634,4,mcq_read_meaning,מה המשמעות של สับปะรด (sup-pa-rot)?,What does สับปะรด (sup-pa-rot) mean?,สับปะรด,sup-pa-rot,אננס,pineapple,vocab_0213
qv19_0635,4,write_he_to_thai,כתוב בתאית: אננס — pineapple (sup-pa-rot),Write in Thai: pineapple — אננס (sup-pa-rot),สับปะรด,sup-pa-rot,אננס,pineapple,vocab_0213
qv19_0636,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: sup-pa-rot — אננס / pineapple,Write Thai from romanization: sup-pa-rot — pineapple / אננס,สับปะรด,sup-pa-rot,אננס,pineapple,vocab_0213
qv19_0637,1,mcq_read_meaning,מה המשמעות של แตงโม (dtaeng-mo)?,What does แตงโม (dtaeng-mo) mean?,แตงโม,dtaeng-mo,אבטיח,watermelon,vocab_0214
qv19_0638,1,write_he_to_thai,כתוב בתאית: אבטיח — watermelon (dtaeng-mo),Write in Thai: watermelon — אבטיח (dtaeng-mo),แตงโม,dtaeng-mo,אבטיח,watermelon,vocab_0214
qv19_0639,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: dtaeng-mo — אבטיח / watermelon,Write Thai from romanization: dtaeng-mo — watermelon / אבטיח,แตงโม,dtaeng-mo,אבטיח,watermelon,vocab_0214
qv19_0640,3,mcq_read_meaning,מה המשמעות של น้ำแข็ง (nam-kaeng)?,What does น้ำแข็ง (nam-kaeng) mean?,น้ำแข็ง,nam-kaeng,קרח,ice,vocab_0215
qv19_0641,3,write_he_to_thai,כתוב בתאית: קרח — ice (nam-kaeng),Write in Thai: ice — קרח (nam-kaeng),น้ำแข็ง,nam-kaeng,קרח,ice,vocab_0215
qv19_0642,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: nam-kaeng — קרח / ice,Write Thai from romanization: nam-kaeng — ice / קרח,น้ำแข็ง,nam-kaeng,קרח,ice,vocab_0215
qv19_0643,3,mcq_read_meaning,מה המשמעות של น้ำส้ม (nam-som)?,What does น้ำส้ม (nam-som) mean?,น้ำส้ม,nam-som,מיץ תפוזים,orange juice,vocab_0216
qv19_0644,3,write_he_to_thai,כתוב בתאית: מיץ תפוזים — orange juice (nam-som),Write in Thai: orange juice — מיץ תפוזים (nam-som),น้ำส้ม,nam-som,מיץ תפוזים,orange juice,vocab_0216
qv19_0645,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: nam-som — מיץ תפוזים / orange juice,Write Thai from romanization: nam-som — orange juice / מיץ תפוזים,น้ำส้ม,nam-som,מיץ תפוזים,orange juice,vocab_0216
qv19_0646,3,mcq_read_meaning,מה המשמעות של กาแฟ (ga-fe)?,What does กาแฟ (ga-fe) mean?,กาแฟ,ga-fe,קפה,coffee,vocab_0217
qv19_0647,3,write_he_to_thai,כתוב בתאית: קפה — coffee (ga-fe),Write in Thai: coffee — קפה (ga-fe),กาแฟ,ga-fe,קפה,coffee,vocab_0217
qv19_0648,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: ga-fe — קפה / coffee,Write Thai from romanization: ga-fe — coffee / קפה,กาแฟ,ga-fe,קפה,coffee,vocab_0217
qv19_0649,1,mcq_read_meaning,מה המשמעות של นม (nom)?,What does นม (nom) mean?,นม,nom,חלב,milk,vocab_0218
qv19_0650,1,write_he_to_thai,כתוב בתאית: חלב — milk (nom),Write in Thai: milk — חלב (nom),นม,nom,חלב,milk,vocab_0218
qv19_0651,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: nom — חלב / milk,Write Thai from romanization: nom — milk / חלב,นม,nom,חלב,milk,vocab_0218
qv19_0652,1,mcq_read_meaning,מה המשמעות של เบียร์ (beer)?,What does เบียร์ (beer) mean?,เบียร์,beer,בירה,beer,vocab_0219
qv19_0653,1,write_he_to_thai,כתוב בתאית: בירה — beer (beer),Write in Thai: beer — בירה (beer),เบียร์,beer,בירה,beer,vocab_0219
qv19_0654,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: beer — בירה / beer,Write Thai from romanization: beer — beer / בירה,เบียร์,beer,בירה,beer,vocab_0219
qv19_0655,1,mcq_read_meaning,מה המשמעות של เหล้า (lao)?,What does เหล้า (lao) mean?,เหล้า,lao,אלכוהול / וויסקי,alcohol / whiskey,vocab_0220
qv19_0656,1,write_he_to_thai,כתוב בתאית: אלכוהול / וויסקי — alcohol / whiskey (lao),Write in Thai: alcohol / whiskey — אלכוהול / וויסקי (lao),เหล้า,lao,אלכוהול / וויסקי,alcohol / whiskey,vocab_0220
qv19_0657,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: lao — אלכוהול / וויסקי / alcohol / whiskey,Write Thai from romanization: lao — alcohol / whiskey / אלכוהול / וויסקי,เหล้า,lao,אלכוהול / וויסקי,alcohol / whiskey,vocab_0220
qv19_0658,1,mcq_read_meaning,מה המשמעות של กับ (gap)?,What does กับ (gap) mean?,กับ,gap,עם,with,vocab_0221
qv19_0659,1,write_he_to_thai,כתוב בתאית: עם — with (gap),Write in Thai: with — עם (gap),กับ,gap,עם,with,vocab_0221
qv19_0660,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: gap — עם / with,Write Thai from romanization: gap — with / עם,กับ,gap,עם,with,vocab_0221
qv19_0661,1,mcq_read_meaning,מה המשמעות של เอา (ao)?,What does เอา (ao) mean?,เอา,ao,רוצה / לקחת,want / take,vocab_0222
qv19_0662,1,write_he_to_thai,כתוב בתאית: רוצה / לקחת — want / take (ao),Write in Thai: want / take — רוצה / לקחת (ao),เอา,ao,רוצה / לקחת,want / take,vocab_0222
qv19_0663,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: ao — רוצה / לקחת / want / take,Write Thai from romanization: ao — want / take / רוצה / לקחת,เอา,ao,רוצה / לקחת,want / take,vocab_0222
qv19_0664,3,mcq_read_meaning,מה המשמעות של ไม่เอา (mai ao)?,What does ไม่เอา (mai ao) mean?,ไม่เอา,mai ao,לא רוצה,do not want,vocab_0223
qv19_0665,3,write_he_to_thai,כתוב בתאית: לא רוצה — do not want (mai ao),Write in Thai: do not want — לא רוצה (mai ao),ไม่เอา,mai ao,לא רוצה,do not want,vocab_0223
qv19_0666,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: mai ao — לא רוצה / do not want,Write Thai from romanization: mai ao — do not want / לא רוצה,ไม่เอา,mai ao,לא רוצה,do not want,vocab_0223
qv19_0667,4,mcq_read_meaning,מה המשמעות של เอาอันนี้ (ao-an-nii)?,What does เอาอันนี้ (ao-an-nii) mean?,เอาอันนี้,ao-an-nii,רוצה את זה,want this one,vocab_0224
qv19_0668,4,write_he_to_thai,כתוב בתאית: רוצה את זה — want this one (ao-an-nii),Write in Thai: want this one — רוצה את זה (ao-an-nii),เอาอันนี้,ao-an-nii,רוצה את זה,want this one,vocab_0224
qv19_0669,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: ao-an-nii — רוצה את זה / want this one,Write Thai from romanization: ao-an-nii — want this one / רוצה את זה,เอาอันนี้,ao-an-nii,רוצה את זה,want this one,vocab_0224
qv19_0670,1,mcq_read_meaning,מה המשמעות של เรือ (reua)?,What does เรือ (reua) mean?,เรือ,reua,סירה,boat,vocab_0225
qv19_0671,1,write_he_to_thai,כתוב בתאית: סירה — boat (reua),Write in Thai: boat — סירה (reua),เรือ,reua,סירה,boat,vocab_0225
qv19_0672,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: reua — סירה / boat,Write Thai from romanization: reua — boat / סירה,เรือ,reua,סירה,boat,vocab_0225
qv19_0673,3,mcq_read_meaning,מה המשמעות של เรือบิน (reua-bin)?,What does เรือบิน (reua-bin) mean?,เรือบิน,reua-bin,מטוס,airplane,vocab_0226
qv19_0674,3,write_he_to_thai,כתוב בתאית: מטוס — airplane (reua-bin),Write in Thai: airplane — מטוס (reua-bin),เรือบิน,reua-bin,מטוס,airplane,vocab_0226
qv19_0675,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: reua-bin — מטוס / airplane,Write Thai from romanization: reua-bin — airplane / מטוס,เรือบิน,reua-bin,מטוס,airplane,vocab_0226
qv19_0676,1,mcq_read_meaning,מה המשמעות של รถ (rot)?,What does รถ (rot) mean?,รถ,rot,מכונית,car / vehicle,vocab_0227
qv19_0677,1,write_he_to_thai,כתוב בתאית: מכונית — car / vehicle (rot),Write in Thai: car / vehicle — מכונית (rot),รถ,rot,מכונית,car / vehicle,vocab_0227
qv19_0678,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: rot — מכונית / car / vehicle,Write Thai from romanization: rot — car / vehicle / מכונית,รถ,rot,מכונית,car / vehicle,vocab_0227
qv19_0679,3,mcq_read_meaning,מה המשמעות של รถเมล์ (rot-mae)?,What does รถเมล์ (rot-mae) mean?,รถเมล์,rot-mae,אוטובוס,bus,vocab_0228
qv19_0680,3,write_he_to_thai,כתוב בתאית: אוטובוס — bus (rot-mae),Write in Thai: bus — אוטובוס (rot-mae),รถเมล์,rot-mae,אוטובוס,bus,vocab_0228
qv19_0681,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: rot-mae — אוטובוס / bus,Write Thai from romanization: rot-mae — bus / אוטובוס,รถเมล์,rot-mae,אוטובוס,bus,vocab_0228
qv19_0682,3,mcq_read_meaning,מה המשמעות של รถไฟ (rot-fai)?,What does รถไฟ (rot-fai) mean?,รถไฟ,rot-fai,רכבת,train,vocab_0229
qv19_0683,3,write_he_to_thai,כתוב בתאית: רכבת — train (rot-fai),Write in Thai: train — רכבת (rot-fai),รถไฟ,rot-fai,רכבת,train,vocab_0229
qv19_0684,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: rot-fai — רכבת / train,Write Thai from romanization: rot-fai — train / רכבת,รถไฟ,rot-fai,רכבת,train,vocab_0229
qv19_0685,4,mcq_read_meaning,מה המשמעות של มอเตอร์ไซค์ (mo-dtu-sai)?,What does มอเตอร์ไซค์ (mo-dtu-sai) mean?,มอเตอร์ไซค์,mo-dtu-sai,אופנוע,motorbike,vocab_0230
qv19_0686,4,write_he_to_thai,כתוב בתאית: אופנוע — motorbike (mo-dtu-sai),Write in Thai: motorbike — אופנוע (mo-dtu-sai),มอเตอร์ไซค์,mo-dtu-sai,אופנוע,motorbike,vocab_0230
qv19_0687,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: mo-dtu-sai — אופנוע / motorbike,Write Thai from romanization: mo-dtu-sai — motorbike / אופנוע,มอเตอร์ไซค์,mo-dtu-sai,אופנוע,motorbike,vocab_0230
qv19_0688,4,mcq_read_meaning,מה המשמעות של จักรยาน (jak-kra-yaan)?,What does จักรยาน (jak-kra-yaan) mean?,จักรยาน,jak-kra-yaan,אופניים,bicycle,vocab_0231
qv19_0689,4,write_he_to_thai,כתוב בתאית: אופניים — bicycle (jak-kra-yaan),Write in Thai: bicycle — אופניים (jak-kra-yaan),จักรยาน,jak-kra-yaan,אופניים,bicycle,vocab_0231
qv19_0690,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: jak-kra-yaan — אופניים / bicycle,Write Thai from romanization: jak-kra-yaan — bicycle / אופניים,จักรยาน,jak-kra-yaan,אופניים,bicycle,vocab_0231
qv19_0691,1,mcq_read_meaning,מה המשמעות של เดิน (doen)?,What does เดิน (doen) mean?,เดิน,doen,ללכת ברגל,walk,vocab_0232
qv19_0692,1,write_he_to_thai,כתוב בתאית: ללכת ברגל — walk (doen),Write in Thai: walk — ללכת ברגל (doen),เดิน,doen,ללכת ברגל,walk,vocab_0232
qv19_0693,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: doen — ללכת ברגל / walk,Write Thai from romanization: doen — walk / ללכת ברגל,เดิน,doen,ללכת ברגל,walk,vocab_0232
qv19_0694,1,mcq_read_meaning,מה המשמעות של วิ่ง (wing)?,What does วิ่ง (wing) mean?,วิ่ง,wing,לרוץ,run,vocab_0233
qv19_0695,1,write_he_to_thai,כתוב בתאית: לרוץ — run (wing),Write in Thai: run — לרוץ (wing),วิ่ง,wing,לרוץ,run,vocab_0233
qv19_0696,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: wing — לרוץ / run,Write Thai from romanization: wing — run / לרוץ,วิ่ง,wing,לרוץ,run,vocab_0233
qv19_0697,1,mcq_read_meaning,מה המשמעות של สวย (suay)?,What does สวย (suay) mean?,สวย,suay,יפה,beautiful,vocab_0234
qv19_0698,1,write_he_to_thai,כתוב בתאית: יפה — beautiful (suay),Write in Thai: beautiful — יפה (suay),สวย,suay,יפה,beautiful,vocab_0234
qv19_0699,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: suay — יפה / beautiful,Write Thai from romanization: suay — beautiful / יפה,สวย,suay,יפה,beautiful,vocab_0234
qv19_0700,3,mcq_read_meaning,מה המשמעות של น่ารัก (naa-rak)?,What does น่ารัก (naa-rak) mean?,น่ารัก,naa-rak,חמוד,cute,vocab_0235
qv19_0701,3,write_he_to_thai,כתוב בתאית: חמוד — cute (naa-rak),Write in Thai: cute — חמוד (naa-rak),น่ารัก,naa-rak,חמוד,cute,vocab_0235
qv19_0702,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: naa-rak — חמוד / cute,Write Thai from romanization: naa-rak — cute / חמוד,น่ารัก,naa-rak,חמוד,cute,vocab_0235
qv19_0703,1,mcq_read_meaning,מה המשמעות של หล่อ (lor)?,What does หล่อ (lor) mean?,หล่อ,lor,חתיך,handsome,vocab_0236
qv19_0704,1,write_he_to_thai,כתוב בתאית: חתיך — handsome (lor),Write in Thai: handsome — חתיך (lor),หล่อ,lor,חתיך,handsome,vocab_0236
qv19_0705,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: lor — חתיך / handsome,Write Thai from romanization: lor — handsome / חתיך,หล่อ,lor,חתיך,handsome,vocab_0236
qv19_0706,1,mcq_read_meaning,מה המשמעות של เตี้ย (dtia)?,What does เตี้ย (dtia) mean?,เตี้ย,dtia,נמוך,short,vocab_0237
qv19_0707,1,write_he_to_thai,כתוב בתאית: נמוך — short (dtia),Write in Thai: short — נמוך (dtia),เตี้ย,dtia,נמוך,short,vocab_0237
qv19_0708,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: dtia — נמוך / short,Write Thai from romanization: dtia — short / נמוך,เตี้ย,dtia,נמוך,short,vocab_0237
qv19_0709,1,mcq_read_meaning,מה המשמעות של สูง (soong)?,What does สูง (soong) mean?,สูง,soong,גבוה,tall,vocab_0238
qv19_0710,1,write_he_to_thai,כתוב בתאית: גבוה — tall (soong),Write in Thai: tall — גבוה (soong),สูง,soong,גבוה,tall,vocab_0238
qv19_0711,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: soong — גבוה / tall,Write Thai from romanization: soong — tall / גבוה,สูง,soong,גבוה,tall,vocab_0238
qv19_0712,3,mcq_read_meaning,מה המשמעות של อ้วน (u-an)?,What does อ้วน (u-an) mean?,อ้วน,u-an,שמן (גוף),fat / overweight,vocab_0239
qv19_0713,3,write_he_to_thai,כתוב בתאית: שמן (גוף) — fat / overweight (u-an),Write in Thai: fat / overweight — שמן (גוף) (u-an),อ้วน,u-an,שמן (גוף),fat / overweight,vocab_0239
qv19_0714,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: u-an — שמן (גוף) / fat / overweight,Write Thai from romanization: u-an — fat / overweight / שמן (גוף),อ้วน,u-an,שמן (גוף),fat / overweight,vocab_0239
qv19_0715,1,mcq_read_meaning,מה המשמעות של ผอม (pom)?,What does ผอม (pom) mean?,ผอม,pom,רזה,thin,vocab_0240
qv19_0716,1,write_he_to_thai,כתוב בתאית: רזה — thin (pom),Write in Thai: thin — רזה (pom),ผอม,pom,רזה,thin,vocab_0240
qv19_0717,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: pom — רזה / thin,Write Thai from romanization: pom — thin / רזה,ผอม,pom,רזה,thin,vocab_0240
qv19_0718,1,mcq_read_meaning,מה המשמעות של ใหญ่ (yai)?,What does ใหญ่ (yai) mean?,ใหญ่,yai,גדול,big,vocab_0241
qv19_0719,1,write_he_to_thai,כתוב בתאית: גדול — big (yai),Write in Thai: big — גדול (yai),ใหญ่,yai,גדול,big,vocab_0241
qv19_0720,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: yai — גדול / big,Write Thai from romanization: yai — big / גדול,ใหญ่,yai,גדול,big,vocab_0241
qv19_0721,1,mcq_read_meaning,מה המשמעות של เล็ก (lek)?,What does เล็ก (lek) mean?,เล็ก,lek,קטן,small,vocab_0242
qv19_0722,1,write_he_to_thai,כתוב בתאית: קטן — small (lek),Write in Thai: small — קטן (lek),เล็ก,lek,קטן,small,vocab_0242
qv19_0723,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: lek — קטן / small,Write Thai from romanization: lek — small / קטן,เล็ก,lek,קטן,small,vocab_0242
qv19_0724,1,mcq_read_meaning,מה המשמעות של เหงา (ngao)?,What does เหงา (ngao) mean?,เหงา,ngao,בודד,lonely,vocab_0243
qv19_0725,1,write_he_to_thai,כתוב בתאית: בודד — lonely (ngao),Write in Thai: lonely — בודד (ngao),เหงา,ngao,בודד,lonely,vocab_0243
qv19_0726,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: ngao — בודד / lonely,Write Thai from romanization: ngao — lonely / בודד,เหงา,ngao,בודד,lonely,vocab_0243
qv19_0727,3,mcq_read_meaning,מה המשמעות של เสียใจ (sia-jai)?,What does เสียใจ (sia-jai) mean?,เสียใจ,sia-jai,עצוב,sad / sorry,vocab_0244
qv19_0728,3,write_he_to_thai,כתוב בתאית: עצוב — sad / sorry (sia-jai),Write in Thai: sad / sorry — עצוב (sia-jai),เสียใจ,sia-jai,עצוב,sad / sorry,vocab_0244
qv19_0729,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: sia-jai — עצוב / sad / sorry,Write Thai from romanization: sia-jai — sad / sorry / עצוב,เสียใจ,sia-jai,עצוב,sad / sorry,vocab_0244
qv19_0730,3,mcq_read_meaning,מה המשמעות של ดีใจ (dii-jai)?,What does ดีใจ (dii-jai) mean?,ดีใจ,dii-jai,שמח,happy,vocab_0245
qv19_0731,3,write_he_to_thai,כתוב בתאית: שמח — happy (dii-jai),Write in Thai: happy — שמח (dii-jai),ดีใจ,dii-jai,שמח,happy,vocab_0245
qv19_0732,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: dii-jai — שמח / happy,Write Thai from romanization: dii-jai — happy / שמח,ดีใจ,dii-jai,שמח,happy,vocab_0245
qv19_0733,1,mcq_read_meaning,מה המשמעות של โกรธ (grote)?,What does โกรธ (grote) mean?,โกรธ,grote,כועס,angry,vocab_0246
qv19_0734,1,write_he_to_thai,כתוב בתאית: כועס — angry (grote),Write in Thai: angry — כועס (grote),โกรธ,grote,כועס,angry,vocab_0246
qv19_0735,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: grote — כועס / angry,Write Thai from romanization: grote — angry / כועס,โกรธ,grote,כועס,angry,vocab_0246
qv19_0736,1,mcq_read_meaning,מה המשמעות של กลัว (glua)?,What does กลัว (glua) mean?,กลัว,glua,מפחד,afraid,vocab_0247
qv19_0737,1,write_he_to_thai,כתוב בתאית: מפחד — afraid (glua),Write in Thai: afraid — מפחד (glua),กลัว,glua,מפחד,afraid,vocab_0247
qv19_0738,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: glua — מפחד / afraid,Write Thai from romanization: glua — afraid / מפחד,กลัว,glua,מפחד,afraid,vocab_0247
qv19_0739,3,mcq_read_meaning,מה המשמעות של ตกใจ (dtok-jai)?,What does ตกใจ (dtok-jai) mean?,ตกใจ,dtok-jai,מופתע / בהלם,shocked / startled,vocab_0248
qv19_0740,3,write_he_to_thai,כתוב בתאית: מופתע / בהלם — shocked / startled (dtok-jai),Write in Thai: shocked / startled — מופתע / בהלם (dtok-jai),ตกใจ,dtok-jai,מופתע / בהלם,shocked / startled,vocab_0248
qv19_0741,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: dtok-jai — מופתע / בהלם / shocked / startled,Write Thai from romanization: dtok-jai — shocked / startled / מופתע / בהלם,ตกใจ,dtok-jai,מופתע / בהלם,shocked / startled,vocab_0248
qv19_0742,1,mcq_read_meaning,מה המשמעות של งง (ngong)?,What does งง (ngong) mean?,งง,ngong,מבולבל,confused,vocab_0249
qv19_0743,1,write_he_to_thai,כתוב בתאית: מבולבל — confused (ngong),Write in Thai: confused — מבולבל (ngong),งง,ngong,מבולבל,confused,vocab_0249
qv19_0744,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: ngong — מבולבל / confused,Write Thai from romanization: ngong — confused / מבולבל,งง,ngong,מבולבל,confused,vocab_0249
qv19_0745,3,mcq_read_meaning,מה המשמעות של มั่นใจ (man-jai)?,What does มั่นใจ (man-jai) mean?,มั่นใจ,man-jai,בטוח בעצמי,confident,vocab_0250
