id,thai,transliteration,normalized_transliteration,he,english,confidence,suggested_level,active_for_questions,source_file,sources,original_front,original_back,note
vocab_0324,ความอดทน,kwaam-od-ton(1-2-1),kwaam-od-ton,סבלנות,patience,medium_normalized_match,4,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",kwaam-od-ton(1-2-1),סבלנות,
vocab_0325,ปลา,bplaa(1),plaa,דג,fish,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",bplaa(1),דג,
vocab_0326,กุ้ง,gung(3),gung,שרימפס,shrimp,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",gung(3),שרימפס,
vocab_0327,หอย,hoi(5),hoi,צדפה,shellfish,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",hoi(5),צדפה,
vocab_0328,,bpla-meuk(1-2),pla-meuk,דיונון,,needs_review_no_script,review_queue,False,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",bpla-meuk(1-2),דיונון,
vocab_0329,อาหารทะเล,aa-haan-ta-lay(1(1)-5-1-1),aa-haan-ta-lay,פירות ים,seafood,medium_normalized_match,4,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",aa-haan-ta-lay(1(1)-5-1-1),פירות ים,
vocab_0330,เมื่อไร,meua-rai(3-1),meua-rai,מתי,when?,medium_normalized_match,3,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",meua-rai(3-1),מתי,
vocab_0331,อย่างไร,yaang-ngai(2-1),yaang-ngai,איך,how,medium_normalized_match,3,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",yaang-ngai(2-1),איך,
vocab_0332,ใคร,khrai(1),khrai,מי (או מי זה),who,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",khrai(1),מי (או מי זה),
vocab_0333,วันเกิด,wan-geut(1-2),wan-geut,יום הולדת,birthday,medium_normalized_match,3,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",wan-geut(1-2),יום הולדת,
vocab_0334,เคย,koey(1),koey,אי פעם,ever,high_context_disambiguated,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",koey(1),אי פעם,
vocab_0335,สมาชิก,sa-ma-chik(2-1-3),sa-ma-chik,חבר (במועדון / קבוצה),member,medium_normalized_match,4,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",sa-ma-chik(2-1-3),חבר (במועדון / קבוצה),
vocab_0336,เด็ก,dek(2),dek,ילד,child,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",dek(2),ילד,
vocab_0337,น้ำมัน,nam-man(1-1),nam-man,שמן / דלק,oil / fuel,medium_normalized_match,3,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",nam-man(1-1),שמן / דלק,
vocab_0338,ปั๊มน้ำมัน,bpum-nam-man(3-1-1),pum-nam-man,תחנת דלק,gas station,medium_normalized_match,4,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",bpum-nam-man(3-1-1),תחנת דלק,
vocab_0339,กัน,gan(1),gan,אחד את השני / ביחד,each other / together,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",gan(1),אחד את השני / ביחד,
vocab_0340,,dtae-chao,tae-chao,לפנות בוקר / מוקדם בבוקר,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dtae-chao,לפנות בוקר / מוקדם בבוקר,
vocab_0341,,dton-chao,ton-chao,בבוקר,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dton-chao,בבוקר,
vocab_0342,,dton-saai,ton-saai,מאוחר בבוקר,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dton-saai,מאוחר בבוקר,
vocab_0343,,dton-tieng,ton-tieng,בצהריים,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dton-tieng,בצהריים,
vocab_0344,,dton-baai,ton-baai,אחר הצהריים,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dton-baai,אחר הצהריים,
vocab_0345,,dton-yen,ton-yen,בערב,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dton-yen,בערב,
vocab_0346,,dton-tiang-kheun,ton-tiang-kheun,בלילה,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dton-tiang-kheun,בלילה,
vocab_0347,,dton-deug,ton-deug,מאוחר בלילה,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,dton-deug,מאוחר בלילה,
vocab_0348,,Hen Dubai,hen dubai,להסכים,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,להסכים,Hen Dubai,
vocab_0349,,Hen mai?,hen mai?,רואה?,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,רואה?,Hen mai?,
vocab_0350,,Hen duai mai,hen duai mai,האם מסכים,,needs_review_no_script,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,האם מסכים,Hen duai mai,
vocab_0351,ยืน,Yuen,yuen,לעמוד,stand,high,1,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,Yuen,לעמוד,
vocab_0352,นั่ง,Nung,nung,לשבת,sit,high,1,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,Nung,לשבת,
vocab_0353,เดิน,Doen,doen,ללכת,walk,high,1,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,Doen,ללכת,
vocab_0354,ข้าม,Khaam,khaam,לדלג,cross / skip over,high,1,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,Khaam,לדלג,
vocab_0355,ไม่ไหว,mai wai,mai wai,לא יכול / לא מסוגל / לא עומד בזה,needs English review,original_thai_from_file_needs_english,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่ไหว mai wai,לא יכול / לא מסוגל / לא עומד בזה,
vocab_0356,ไม่ต้องห่วง,mai dtong huang,mai tong huang,אל תדאג / אין מה לדאוג,do not worry,original_thai_from_file,4,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่ต้องห่วง mai dtong huang,אל תדאג / אין מה לדאוג,
vocab_0357,ไม่สนใจ,mai son jai,mai son jai,לא מעוניין / לא אכפת,not interested / do not care,original_thai_from_file,4,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่สนใจ mai son jai,לא מעוניין / לא אכפת,
vocab_0358,ไม่มีอะไร,mai mee a-rai,mai mee a-rai,אין כלום,needs English review,original_thai_from_file_needs_english,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่มีอะไร mai mee a-rai,אין כלום,
vocab_0359,ไม่ต้อง,mai dtong,mai tong,לא צריך / אין צורך,do not need,original_thai_from_file,3,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่ต้อง mai dtong,לא צריך / אין צורך,
vocab_0360,ไม่มีปัญหา,mai mee pan-haa,mai mee pan-haa,אין בעיה,needs English review,original_thai_from_file_needs_english,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่มีปัญหา mai mee pan-haa,אין בעיה,
vocab_0361,ไม่มีทาง,mâi mee taang,mai mee taang,אין מצב / אין סיכוי,no way,original_thai_from_file,4,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่มีทาง (mâi mee taang),אין מצב / אין סיכוי,
vocab_0362,ว่าไง,wâa ngai,waa ngai,מה קורה? / מה נשמע?,what’s up?,original_thai_from_file,5,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ว่าไง (wâa ngai),מה קורה? / מה נשמע?,
vocab_0363,ไม่เก็ทอะ,mâi get à,mai get a,אני לא מבין / לא קולט,I do not get it,original_thai_from_file,4,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ไม่เก็ทอะ (mâi get à),אני לא מבין / לא קולט,
vocab_0364,แล้วไง,láew ngai,laew ngai,אז מה?,so what?,original_thai_from_file,5,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,แล้วไง (láew ngai),אז מה?,
vocab_0365,คิดว่า,khít wâa,khit waa,לחשוב ש...,think that,original_thai_from_file,3,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,คิดว่า (khít wâa),לחשוב ש...,
vocab_0366,พูดว่า,phûut wâa,phut waa,לומר ש...,needs English review,original_thai_from_file_needs_english,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,พูดว่า (phûut wâa),לומר ש...,
vocab_0367,บอกว่า,bòk wâa,bok waa,לספר / להגיד ש...,tell / say that,original_thai_from_file,3,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,บอกว่า (bòk wâa),לספר / להגיד ש...,
vocab_0368,รู้สึกว่า,rúu sèuk wâa,ruu seuk waa,להרגיש ש...,feel that,original_thai_from_file,4,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,รู้สึกว่า (rúu sèuk wâa),להרגיש ש...,
vocab_0369,เพราะว่า,phróh wâa,phroh waa,בגלל ש...,because,original_thai_from_file,3,True,אלמוג 5(2).apkg,אלמוג 5(2).apkg,เพราะว่า (phróh wâa),בגלל ש...,
vocab_0370,ได้ยินว่า,dâai yin wâa,daai yin waa,לשמוע ש...,needs English review,original_thai_from_file_needs_english,review_queue,False,אלמוג 5(2).apkg,אלמוג 5(2).apkg,ได้ยินว่า (dâai yin wâa),לשמוע ש...,
vocab_0371,,ton mai,ton mai,צמח עציץ,,needs_review_no_script,review_queue,False,אלמוג 4(1).apkg,אלמוג 4(1).apkg,ton mai,צמח עציץ,
vocab_0372,บาง,baang,baang,חלק מ..,some / part of,high,1,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,חלק מ..,baang,
vocab_0373,ด้วยกัน,doi gan,doi gan,יחדיו,together,high,3,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,יחדיו,doi gan,
vocab_0374,บางที,baang tii,baang tii,יכול להיות,maybe / sometimes,high,3,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,יכול להיות,baang tii,
vocab_0375,พวกเขา,guwa,guwa,they הם,they (review),high,1,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,they הם,guwa,
vocab_0376,บางวัน,baang wan,baang wan,חלק מהימים,some days,high,3,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,חלק מהימים,baang wan,
vocab_0377,ทุกที่,tug tii,tug tii,בכל מקום,everywhere,high,3,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,בכל מקום,tug tii,
vocab_0378,ออก,oog,oog,"יציאה,החוצה",exit / out,high,1,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,"יציאה,החוצה",oog,
vocab_0379,อุ่น,oon,oon,"חמים,חם",warm,high,1,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,"חמים,חם",oon,
vocab_0380,,dton pom deg deg,ton pom deg deg,כשהייתי ילד,,needs_review_no_script,review_queue,False,אלמוג 4(1).apkg,אלמוג 4(1).apkg,כשהייתי ילד,dton pom deg deg,
vocab_0381,เข้า,kao3,kao3,כניסה היכנס,enter / in,high,1,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,כניסה היכנס,kao3,
vocab_0382,หน้า,naa3,naa3,"פנים,לפנים,הלאה,עונות",face / forward / season,high,1,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,"פנים,לפנים,הלאה,עונות",naa3,
vocab_0383,โรงพัก,rong pag,rong pag,תחתנת משטרה,police station,high,3,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,תחתנת משטרה,rong pag,
vocab_0384,ไม่ได้…,mai dai+v,mai dai+v,לא עשיתי,did not / cannot + verb,high,3,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,לא עשיתי,mai dai+v,
vocab_0385,ิ่,נחמד לראותך,,dii jai tii dai jer,needs English review,original_thai_from_file_needs_english,review_queue,False,אלמוג 4(1).apkg,אלמוג 4(1).apkg,ิ่נחמד לראותך,dii jai tii dai jer,
vocab_0386,ผึ้ง,peuang,peuang,"דבורה,רק",bee,high,1,True,אלמוג 4(1).apkg,אלמוג 4(1).apkg,"דבורה,רק",peuang,
vocab_0387,,dtoy,toy,"אגרוף ,עקיצה",,needs_review_no_script,review_queue,False,אלמוג 4(1).apkg,אלמוג 4(1).apkg,"אגרוף ,עקיצה",dtoy,
